Question,Answers,Comment,Instructions,Render as
"__凄__まじい気力で迫ってきた。
程度がはなはだしいさま。",すさ,程度がはなはだしいさま。,読み方をご入力ください (訓),Text
"__閤__を閉じて過ちを思う。
婦人の寝室。",こう,婦人の寝室。,読み方をご入力ください (音),Text
"領収証に収入印紙を__貼付__する。
はりつけること。",ちょうふ,はりつけること。,読み方をご入力ください (音),Text
"一代の__名妓__とうたわれた。
名高い芸妓。歌舞などにすぐれた芸者。",めいぎ,名高い芸妓。歌舞などにすぐれた芸者。,読み方をご入力ください (音),Text
"亡父の墓に参り__廻向__する。
死者の成仏を願って仏事供養をすること。",えこう,死者の成仏を願って仏事供養をすること。,読み方をご入力ください (音),Text
"子供の頃から__蒐集__癖がある。
寄せ集めること。コレクション。",しゅうしゅう,寄せ集めること。コレクション。,読み方をご入力ください (音),Text
"山道で句を__捻__る人がいた。
ただそのことだけをするさま。いちずに。因・理由・条件などが、それに尽きるさま。",ひね,ただそのことだけをするさま。いちずに。因・理由・条件などが、それに尽きるさま。,読み方をご入力ください (訓),Text
"__只管__勝利を祈る。
そのことだけに意を用いるさま。もっぱらそれだけを行うさま。",ひたすら,そのことだけに意を用いるさま。もっぱらそれだけを行うさま。,読み方をご入力ください (訓),Text
"__允許__を得てすぐに帰国した。
ゆるすこと。許可。",いんきょ,ゆるすこと。許可。,読み方をご入力ください (音),Text
"主人は彼に__葛衣__を与えた。
葛布（くずふ）のかたびら。",かつい,葛布（くずふ）のかたびら。,読み方をご入力ください (音),Text
"市中には登るべき__岡阜__もない。
小高いおか。",こうふ,小高いおか。,読み方をご入力ください (音),Text
"思いの外に__巌__しく難渋を極めた。
困難や危険な事態が予想されるさま。傾斜が急で、登るのに困難であるさま。",けわ,困難や危険な事態が予想されるさま。傾斜が急で、登るのに困難であるさま。,読み方をご入力ください (訓),Text
"新製品を__嘗試__する。
ためしてみること。経験してみること。",しょうし,ためしてみること。経験してみること。,読み方をご入力ください (音),Text
"__鯛__の尾より鰯の頭。
スズキ目タイ科の海水魚の総称。体は楕円形で著しく側扁し、多くは淡紅色。",たい,スズキ目タイ科の海水魚の総称。体は楕円形で著しく側扁し、多くは淡紅色。,読み方をご入力ください (訓),Text
"事務処理の__杜漏__をとがめられた。
粗略で、手抜かりが多いこと。",ずろう,粗略で、手抜かりが多いこと。,読み方をご入力ください (音),Text
"三たび思いて__而__る後行う。
「而る後」は、そうしてから。そのあとでの意。",しか,「而る後」は、そうしてから。そのあとでの意。,読み方をご入力ください (訓),Text
"__庚申__塚に供物を供える。
「庚申塚」は村境などに、青面金剛(しょうめんこんごう)を祭ってある塚。",こうしん,「庚申塚」は村境などに、青面金剛(しょうめんこんごう)を祭ってある塚。,読み方をご入力ください (音),Text
"全国に__周__く知られている。
もれなくすべてに及んでいるさま。広く。一般に。",あまね,もれなくすべてに及んでいるさま。広く。一般に。,読み方をご入力ください (訓),Text
"__袈裟__懸けに斬られた。
インドで制定された僧侶の衣服。",けさ,インドで制定された僧侶の衣服。,読み方をご入力ください (音),Text
"庭の__栃__が大きくなった。
トチノキの別名。",とち,トチノキの別名。,読み方をご入力ください (訓),Text
"__蕪辞__を連ねて祝辞とした。
乱雑で整っていない言葉。自分の言葉や文章をへりくだっていう語。",ぶじ,乱雑で整っていない言葉。自分の言葉や文章をへりくだっていう語。,読み方をご入力ください (音),Text
"はなしの__緒__をつかむ。
きっかけ。手がかり。巻いてある糸の端。",いとぐち,きっかけ。手がかり。巻いてある糸の端。,読み方をご入力ください (訓),Text
"手厚い__饗__しを受けた。
心をこめて客の世話をする。食事や茶菓のごちそう。",もてな,心をこめて客の世話をする。食事や茶菓のごちそう。,読み方をご入力ください (訓),Text
"しばらく__逗__まることにした。
「留まる」意。",とど,「留まる」意。,読み方をご入力ください (訓),Text
"前社長を名誉会長に__推戴__する。
おしいただくこと。会長や代表者など団体の長として上に立てること。",すいたい,おしいただくこと。会長や代表者など団体の長として上に立てること。,読み方をご入力ください (音),Text
"反射的に__瞳孔__が開いた。
眼球の正面で虹彩に囲まれた中膜正面の小孔。ひとみ。",どうこう,眼球の正面で虹彩に囲まれた中膜正面の小孔。ひとみ。,読み方をご入力ください (音),Text
"俗世を__厭離__し山に入る。
けがれた現世を嫌い離れること。","おんり,えんり",けがれた現世を嫌い離れること。,読み方をご入力ください (音),Text
"責任を問われて__遁辞__を弄する。
言い逃れの言葉。逃げ口上。",とんじ,言い逃れの言葉。逃げ口上。,読み方をご入力ください (音),Text
"中国の__甜瓜__は美味だった。
マクワウリの漢名。",てんか,マクワウリの漢名。,読み方をご入力ください (音),Text
"とりあえずその場を__糊塗__する。
一時しのぎにごまかすこと。その場を何とか取り繕うこと。",こと,一時しのぎにごまかすこと。その場を何とか取り繕うこと。,読み方をご入力ください (音),Text
"__概__ね晴天が続くでしょう。
だいたいの趣旨。あらまし。その状態が大部分を占めるさま。だいたい。おおよそ。",おおむ,だいたいの趣旨。あらまし。その状態が大部分を占めるさま。だいたい。おおよそ。,読み方をご入力ください (訓),Text
"改革案を__煉__り直す。
さらによいものにするために内容を検討したり、手を加えたりする。練る。",ね,さらによいものにするために内容を検討したり、手を加えたりする。練る。,読み方をご入力ください (訓),Text
"__僻言__は聞きづらい。
事実に合わない言葉。まちがった言葉。",ひがごと,事実に合わない言葉。まちがった言葉。,読み方をご入力ください (訓),Text
"__篠__突く雨の中を走った。
根笹の仲間の総称。細くて、群がって生える竹。",しの,根笹の仲間の総称。細くて、群がって生える竹。,読み方をご入力ください (訓),Text
"部下を__顎__で使う。
人など動物の口の上下にあり、下のほうが動いて、食物をかみ砕いたり声を出したりするのに役立つ器官。",あご,人など動物の口の上下にあり、下のほうが動いて、食物をかみ砕いたり声を出したりするのに役立つ器官。,読み方をご入力ください (訓),Text
"__豪宕__をもって鳴る将軍である。
気持ちが大きく、細かいことにこだわらず、思うままに振る舞うこと。また、そのさま。",ごうとう,気持ちが大きく、細かいことにこだわらず、思うままに振る舞うこと。また、そのさま。,読み方をご入力ください (音),Text
"__埠__を離れる船を見送った。
港で、波止 (はと) を築いた所。船着き場。港。",はとば,港で、波止 (はと) を築いた所。船着き場。港。,読み方をご入力ください (訓),Text
"人の__云為__をあげつらう。
言ったり、したりすること。言葉と行為。",うんい,言ったり、したりすること。言葉と行為。,読み方をご入力ください (音),Text
"古典文学__叢書__が発刊の運びとなった。
同じ種類・分野の事柄を、一定の形式に従って編集・刊行した一連の書物。シリーズ。",そうしょ,同じ種類・分野の事柄を、一定の形式に従って編集・刊行した一連の書物。シリーズ。,読み方をご入力ください (音),Text
"野中の__茅茨__に独居する。
チガヤとイバラ。また、それでふいた粗末な屋根や粗末な家。",ぼうし,チガヤとイバラ。また、それでふいた粗末な屋根や粗末な家。,読み方をご入力ください (音),Text
"__悉皆__調査でお願いする。
残らず。すべて。",しっかい,残らず。すべて。,読み方をご入力ください (音),Text
"宿の部屋に__灘声__が聞こえた。
川の流れる音。",たんせい,川の流れる音。,読み方をご入力ください (音),Text
"__塵芥__処理問題が注目されている。
ちりやごみ。",じんかい,ちりやごみ。,読み方をご入力ください (音),Text
"__慧__い息子を持って幸せだ。
ものごとを理解するのが早い。判断力がするどく的確である。",さと,ものごとを理解するのが早い。判断力がするどく的確である。,読み方をご入力ください (訓),Text
"野生の動物を__馴致__した。
なれさせること。なじませること。",じゅんち,なれさせること。なじませること。,読み方をご入力ください (音),Text
"我と我が身を__苛__んだ。
𠮟ったり責めたてたりする。苦しめる。いじめる。",さいな,𠮟ったり責めたてたりする。苦しめる。いじめる。,読み方をご入力ください (訓),Text
"心の__深淵__を覗く。
深いふち。深潭(しんたん)。奥深く、底知れないこと。",しんえん,深いふち。深潭(しんたん)。奥深く、底知れないこと。,読み方をご入力ください (音),Text
"痩せ__曝__えた犬が道を横切った。
やせ衰えて骨が目立つ。",さらば,やせ衰えて骨が目立つ。,読み方をご入力ください (訓),Text
"__夙昔__の堅固な道心が揺らぐ。
昔から今までの間。以前から。",しゅくせき,昔から今までの間。以前から。,読み方をご入力ください (音),Text
"勉学に__勤__しむ毎日です。
熱心につとめ励む。精を出す。",いそ,熱心につとめ励む。精を出す。,読み方をご入力ください (訓),Text
"__捷報__にどっと歓声が上がった。
勝利の知らせ。",しょうほう,勝利の知らせ。,読み方をご入力ください (音),Text
"蔵の__臼杵__の損傷を調べる。
うすときね。",きゅうしょ,うすときね。,読み方をご入力ください (音),Text
"__沓__新しといえども冠となさず。
主に足の甲をおおい、指分かれしない形のもの。靴。",くつ,主に足の甲をおおい、指分かれしない形のもの。靴。,読み方をご入力ください (訓),Text
"秘蔵の__象箸__を贈ることにした。
象牙の箸のこと。",ぞうちょ,象牙の箸のこと。,読み方をご入力ください (音),Text
"遺跡からたくさんの__蠣殻__が出土した。
カキの殻を焼いて粉末にしたもの。石灰の代用にする。",れいかく,カキの殻を焼いて粉末にしたもの。石灰の代用にする。,読み方をご入力ください (音),Text
"__沫雪__が斑に降り敷いている。
泡のようにやわらかく溶けやすい雪。",あわゆき,泡のようにやわらかく溶けやすい雪。,読み方をご入力ください (訓),Text
"互いに__衿__を開いて語り合った。
衣服の首回りの部分。また、そこにつける縁どりの布。",えり,衣服の首回りの部分。また、そこにつける縁どりの布。,読み方をご入力ください (訓),Text
"__碩儒__の話に聞き入る。
学問の広く深い学者。碩学。",せきじゅ,学問の広く深い学者。碩学。,読み方をご入力ください (音),Text
"納屋に__粟粒__の袋があった。
あわつぶ。また、非常に小さい物のたとえ。",ぞくりゅう,あわつぶ。また、非常に小さい物のたとえ。,読み方をご入力ください (音),Text
"__儘__よ、どうともなるがよい。
その状態に変化のないこと。それと同じ状態。成り行きにまかせること。",まま,その状態に変化のないこと。それと同じ状態。成り行きにまかせること。,読み方をご入力ください (訓),Text
"__豎子__ともに謀るに足らず。
未熟な者をさげすんで言う語。青二才。",じゅし,未熟な者をさげすんで言う語。青二才。,読み方をご入力ください (音),Text
"__恰__も天上の客の如し。
あるものが他によく似ていることを表す。",あたか,あるものが他によく似ていることを表す。,読み方をご入力ください (訓),Text
"__爽快__な秋の一日だった。
さわやかで気持ちがよいこと。また、そのさま。",そうかい,さわやかで気持ちがよいこと。また、そのさま。,読み方をご入力ください (音),Text
"不満気な__口吻__を洩らす。
優れたことを言う。また、漢詩や和歌などを口に出して詠むこと。",こうふん,優れたことを言う。また、漢詩や和歌などを口に出して詠むこと。,読み方をご入力ください (音),Text
"捕らえて__鞠問__する。
罪をしらべて問いただすこと。鞠訊。",きくもん,罪をしらべて問いただすこと。鞠訊。,読み方をご入力ください (音),Text
"__愈__出番がきた。
持続的に程度が高まるさま。ますます。重大な事態に至ろうとしているさま。",いよいよ,持続的に程度が高まるさま。ますます。重大な事態に至ろうとしているさま。,読み方をご入力ください (訓),Text
"長兄に__畏怖__の念を抱いていた。
おそれおののくこと。",いふ,おそれおののくこと。,読み方をご入力ください (音),Text
"待ちに待った__膏雨__に喜ぶ。
農作物をうるおし、生育を助ける雨。恵みの雨。",こうう,農作物をうるおし、生育を助ける雨。恵みの雨。,読み方をご入力ください (音),Text
"__厩舎__を丁寧に清掃する。
牛や馬を飼う小屋。うまや。",きゅうしゃ,牛や馬を飼う小屋。うまや。,読み方をご入力ください (音),Text
"各地の民謡を__集輯__する。
いろいろ集めて編集すること。",しゅうしゅう,いろいろ集めて編集すること。,読み方をご入力ください (音),Text
"祖先の__霊廟__に額ずく。
先祖や偉人などの霊を祭った宮。",れいびょう,先祖や偉人などの霊を祭った宮。,読み方をご入力ください (音),Text
"後継者は前任者の__外甥__にあたる。
妻の兄弟姉妹の男の子供。",がいせい,妻の兄弟姉妹の男の子供。,読み方をご入力ください (音),Text
"育ちは__惣領__の甚六である。
家名を継ぐべき人。家の相続人。跡取り。",そうりょう,家名を継ぐべき人。家の相続人。跡取り。,読み方をご入力ください (音),Text
"峡谷に__翠嵐__が漂う。
青々とした山のたたずまい。",すいらん,青々とした山のたたずまい。,読み方をご入力ください (音),Text
"使った__梯__を納屋に入れる。
高い所へ登るための道具で、長い2本の材の間に足がかりの横棒を何本もつけたもの。立てかけたり、つるしたりして用いる。",はしご,高い所へ登るための道具で、長い2本の材の間に足がかりの横棒を何本もつけたもの。立てかけたり、つるしたりして用いる。,読み方をご入力ください (訓),Text
"インフレが更に__昂進__する。
気持ちや病勢などが、高ぶり進むこと。",こうしん,気持ちや病勢などが、高ぶり進むこと。,読み方をご入力ください (音),Text
"祝いに__薦被__りの酒樽をあける。
薦で包んだ4斗（約72リットル）入りの酒樽。",こもかぶ,薦で包んだ4斗（約72リットル）入りの酒樽。,読み方をご入力ください (訓),Text
"旧友に__奇__しくもめぐりあえた。
偶然にも。不思議にも。",く,偶然にも。不思議にも。,読み方をご入力ください (訓),Text
"__虎斑__の大きな蜂が襲って来た。
虎の横縞（よこじま）のような模様。",とらふ,虎の横縞（よこじま）のような模様。,読み方をご入力ください (訓),Text
"とんだ__椿事__が持ち上がった。
珍しい、変わった出来事。思いがけない大変な出来事。",ちんじ,珍しい、変わった出来事。思いがけない大変な出来事。,読み方をご入力ください (音),Text
"道徳の堕落を__匡正__する。
正しい状態にすること。ただすこと。",きょうせい,正しい状態にすること。ただすこと。,読み方をご入力ください (音),Text
"都会を__遁__れて山村に住む。
危険や不快を避けて遠くに身を置く。逃れる。",のが,危険や不快を避けて遠くに身を置く。逃れる。,読み方をご入力ください (訓),Text
"菊の花が咲き__匂__う。
そのものから漂ってきて、嗅覚を刺激するもの。",にお,そのものから漂ってきて、嗅覚を刺激するもの。,読み方をご入力ください (訓),Text
"砂防用の__堰堤__を設ける。
川水を他に引いたり、流れを緩やかにしたり、また釣り場をつくったりするために築かれる堤防。ダムより小規模。",えんてい,川水を他に引いたり、流れを緩やかにしたり、また釣り場をつくったりするために築かれる堤防。ダムより小規模。,読み方をご入力ください (音),Text
"宮殿のシャンデリアが__燦然__と輝いている。
きらきらと光り輝くさま。",さんぜん,きらきらと光り輝くさま。,読み方をご入力ください (音),Text
"__競__い込んで勝負に臨む。
他人に負けまいと互いに争う。",きお,他人に負けまいと互いに争う。,読み方をご入力ください (訓),Text
"__鼎__の沸くが如し。
現在の鍋・釜の用に当てた、古代中国の金属製の器。ふつう3本の脚がついている。",かなえ,現在の鍋・釜の用に当てた、古代中国の金属製の器。ふつう3本の脚がついている。,読み方をご入力ください (訓),Text
"大雨で堤防が__潰__えそうだ。
財物などが使われてひどく減る。時間や労力がむだに使われる。つぶれてすっかりだめになる。崩壊する。",つい,財物などが使われてひどく減る。時間や労力がむだに使われる。つぶれてすっかりだめになる。崩壊する。,読み方をご入力ください (訓),Text
"機械の__釦__を押して作動させた。
衣類の合わせ目などに用いるもの。他の一方に設けた穴やループをくぐらせて留める。指で押して機械類を作動させるための小さい突起物。",ぼたん,衣類の合わせ目などに用いるもの。他の一方に設けた穴やループをくぐらせて留める。指で押して機械類を作動させるための小さい突起物。,読み方をご入力ください (訓),Text
"動物に__寓__けた話だ。
直接には関係しない他の事と無理に結びつけて、都合のよい口実にする。他の物事のせいにする。",かこつ,直接には関係しない他の事と無理に結びつけて、都合のよい口実にする。他の物事のせいにする。,読み方をご入力ください (訓),Text
"__凧糸__で豚肉の塊を縛った。
凧揚げに用いる、よりの強い太い木綿糸。",たこいと,凧揚げに用いる、よりの強い太い木綿糸。,読み方をご入力ください (訓),Text
"父親は末娘を一方ならず__鍾愛__した。
たいそう好きこのむこと。大切にしてかわいがること。",しょうあい,たいそう好きこのむこと。大切にしてかわいがること。,読み方をご入力ください (音),Text
"山の__稜線__を行くこと一時間に及んだ。
山の峰から峰へ続く線。尾根。",りょうせん,山の峰から峰へ続く線。尾根。,読み方をご入力ください (音),Text
"__種籾__を出す季節がきた。
種として苗代にまくために選んでとっておくもみ。",たねもみ,種として苗代にまくために選んでとっておくもみ。,読み方をご入力ください (訓),Text
"__胡乱__な目つきでにらまれた。
確かでなく、怪しいこと。うさんくさいこと。",うろん,確かでなく、怪しいこと。うさんくさいこと。,読み方をご入力ください (音),Text
"曲解の__誹__りを免れない。
そしること。また、その言葉。",そし,そしること。また、その言葉。,読み方をご入力ください (訓),Text
"神棚に__榊__を供える。
モッコク科サカキ属の常緑小高木。神棚や祭壇に供えるなど、神道の神事にも用いられる植物。",さかき,モッコク科サカキ属の常緑小高木。神棚や祭壇に供えるなど、神道の神事にも用いられる植物。,読み方をご入力ください (訓),Text
"長大な__自然薯__を掘り出した。
ヤマノイモの別名。",じねんじょ,ヤマノイモの別名。,読み方をご入力ください (音),Text
"世間の__柵__を断ち切る。
水流をせき止めるために、川の中にくいを打ち並べて、それに木の枝や竹などを横に結びつけたもの。",しがらみ,水流をせき止めるために、川の中にくいを打ち並べて、それに木の枝や竹などを横に結びつけたもの。,読み方をご入力ください (訓),Text
"箱に__籾殻__と林檎を入れた。
稲の実の外皮。籾米をついて玄米を得たあとの殻。",もみがら,稲の実の外皮。籾米をついて玄米を得たあとの殻。,読み方をご入力ください (訓),Text
"新入社員が__畏__まって座っている。
身分の高い人、目上の人の前などで、おそれ敬う気持ちを表して謹んだ態度をとる。",かしこ,身分の高い人、目上の人の前などで、おそれ敬う気持ちを表して謹んだ態度をとる。,読み方をご入力ください (訓),Text
"君子は__庖厨__を遠ざく。
炊事場。だいどころ。くりや。",ほうちゅう,炊事場。だいどころ。くりや。,読み方をご入力ください (音),Text
"雨にかみあらい、風に__櫛__る。
櫛で髪の毛をとかして整える。",くしけず,櫛で髪の毛をとかして整える。,読み方をご入力ください (訓),Text
"窃かに__覗__う者がある。
のぞいてようすを見る。",うかが,のぞいてようすを見る。,読み方をご入力ください (訓),Text
"悠然として__乾坤__の間に遊ぶ。
天と地。",けんこん,天と地。,読み方をご入力ください (音),Text
"秘蔵の硯を__賞翫__す。
そのもののよさを楽しむこと。珍重すること。",しょうがん,そのもののよさを楽しむこと。珍重すること。,読み方をご入力ください (音),Text
"あまりにも__溢美__の言だ。
褒めすぎること。過賞。",いつび,褒めすぎること。過賞。,読み方をご入力ください (音),Text
"__賂__いの品を受けた。
神への捧げ物や人に贈る金品。また、賄賂(わいろ)をいう。",まいな,神への捧げ物や人に贈る金品。また、賄賂(わいろ)をいう。,読み方をご入力ください (訓),Text
"__怯夫__をして立たしめる力がある。
臆病者。懦夫(だふ)。",きょうふ,臆病者。懦夫(だふ)。,読み方をご入力ください (音),Text
"矢を__矧__ぐ仕事をしている。
矢竹に羽をつけて矢を作る。",は,矢竹に羽をつけて矢を作る。,読み方をご入力ください (訓),Text
"財布の中には千円__某__しかない。
数量、特に、金銭の額があまり多くないことを漠然と表す。",なにがし,数量、特に、金銭の額があまり多くないことを漠然と表す。,読み方をご入力ください (訓),Text
"時代の__寵児__としてもてはやされた。
特別にかわいがられる子供。世にもてはやされる人。人気者。",ちょうじ,特別にかわいがられる子供。世にもてはやされる人。人気者。,読み方をご入力ください (音),Text
"髪は烏の__濡__れ羽色。
表面に水などがつく。また、水がかかったり水につかったりしてしみ込む。",ぬ,表面に水などがつく。また、水がかかったり水につかったりしてしみ込む。,読み方をご入力ください (訓),Text
"山中の__邑落__に逗留した。
村落。部落。",ゆうらく,村落。部落。,読み方をご入力ください (音),Text
"__篤__い志を受けてうれしい。
真心がこもっている。心が深い。",あつ,真心がこもっている。心が深い。,読み方をご入力ください (訓),Text
"__献芹__の誠を尽くす。
物を贈ることをへりくだっていう語。",けんきん,物を贈ることをへりくだっていう語。,読み方をご入力ください (音),Text
"__卯酉__線は子午線と天球上で直交する。
子:し 丑:ちゅう 寅:いん 卯:ぼう 辰:しん 巳:し 午:ご 未:び 申:しん 酉:ゆう 戌:じゅつ 亥:がい 甲:こう 乙:おつ 丙:へい 丁:てい 戊:ぼ 己:き 庚:こう 辛:しん 壬:じん 癸:き",ぼうゆう,子:し 丑:ちゅう 寅:いん 卯:ぼう 辰:しん 巳:し 午:ご 未:び 申:しん 酉:ゆう 戌:じゅつ 亥:がい 甲:こう 乙:おつ 丙:へい 丁:てい 戊:ぼ 己:き 庚:こう 辛:しん 壬:じん 癸:き,読み方をご入力ください (音),Text
"__尖__い目で見つめられた。
とがる。するどい。せん端が細く鋭くなる。",するど,とがる。するどい。せん端が細く鋭くなる。,読み方をご入力ください (訓),Text
"__荊__を負って生きてゆく。
バラ・カラタチなど、とげのある低木の総称。身に受ける苦難のたとえ。",いばら,バラ・カラタチなど、とげのある低木の総称。身に受ける苦難のたとえ。,読み方をご入力ください (訓),Text
"山の__硲__に温泉町がある。
物と物との間の狭い所。谷。",はざま,物と物との間の狭い所。谷。,読み方をご入力ください (訓),Text
"表面に__鍍金__を施してある。
メッキ。うわべを飾り、よく見せかけること。",めっき,メッキ。うわべを飾り、よく見せかけること。,読み方をご入力ください (訓),Text
"妻の__妬心__に悩まされる。
ねたむこころ。嫉妬心(しっとしん)。",としん,ねたむこころ。嫉妬心(しっとしん)。,読み方をご入力ください (音),Text
"__掩蔽__されていた事実が明るみに出た。
おおい隠すこと。",えんぺい,おおい隠すこと。,読み方をご入力ください (音),Text
"__旺__んに意欲を示す。
勢いのよいさま。活発なさま。",さか,勢いのよいさま。活発なさま。,読み方をご入力ください (訓),Text
"客人に__勿怪__顔で応対した。
思いがけないこと。不思議なこと。また、そのさま。",もっけ,思いがけないこと。不思議なこと。また、そのさま。,読み方をご入力ください (音),Text
"__寸隙__を割いて相談に乗る。
ごくわずかな暇。寸暇。",すんげき,ごくわずかな暇。寸暇。,読み方をご入力ください (音),Text
"__駁__する要もない愚論である。
他人の意見や考えなどを攻撃して反論を述べる。反駁する。",ばく,他人の意見や考えなどを攻撃して反論を述べる。反駁する。,読み方をご入力ください (音),Text
"__長袖__よく舞い、多銭よく買う。
長いそで。公卿・僧侶などをあざけっていう語。",ちょうしゅう,長いそで。公卿・僧侶などをあざけっていう語。,読み方をご入力ください (音),Text
"米が乏しくなり__芋粥__でしのいだ。
サツマイモなどを加えて炊いた粥(かゆ)。いもがゆ。",うしゅく,サツマイモなどを加えて炊いた粥(かゆ)。いもがゆ。,読み方をご入力ください (音),Text
"原料の__繭糸__を加工する。
繭と糸。または、繭からとった糸。",けんし,繭と糸。または、繭からとった糸。,読み方をご入力ください (音),Text
"いつも__鷹揚__に構えている。
ゆったりとしてこせこせしない様子。おっとりとして上品なこと。",おうよう,ゆったりとしてこせこせしない様子。おっとりとして上品なこと。,読み方をご入力ください (音),Text
"なにとぞ事情を御__憐察__ください。
思いやってあわれむこと。",れんさつ,思いやってあわれむこと。,読み方をご入力ください (音),Text
"仕事の__捗__り具合を見る。
仕事が順調にどんどん進む。",はかど,仕事が順調にどんどん進む。,読み方をご入力ください (訓),Text
"__壺中__の天地に遊ぶ思いだった。
俗世間を離れた別世界。また、酒を飲んで俗世間を忘れる楽しみ。",こちゅう,俗世間を離れた別世界。また、酒を飲んで俗世間を忘れる楽しみ。,読み方をご入力ください (音),Text
"__斧斤__を携えて山林に入る。
おの。まさかり。",ふきん,おの。まさかり。,読み方をご入力ください (音),Text
"現場を__具__に見て回る。
細かくて、詳しいさま。詳細に。",つぶさ,細かくて、詳しいさま。詳細に。,読み方をご入力ください (訓),Text
"長年の望みが__適__って何よりです。
条件・基準などによく当てはまる。ぴったり合う。適合する。",かな,条件・基準などによく当てはまる。ぴったり合う。適合する。,読み方をご入力ください (訓),Text
"涙が__双頬__を伝った。
両方のほお。",そうきょう,両方のほお。,読み方をご入力ください (音),Text
"古典芸能に__造詣__が深い。
その分野についての広く深い知識や理解、また、すぐれた技量。",ぞうけい,その分野についての広く深い知識や理解、また、すぐれた技量。,読み方をご入力ください (音),Text
"経過を__悉__に見ていた。
細かくて、詳しいさま。詳細に。",つぶさ,細かくて、詳しいさま。詳細に。,読み方をご入力ください (訓),Text
"傷ついた兎を__蒲__の穂で癒やす話がある。
ガマ科ガマ属の多年草の抽水植物。",がま,ガマ科ガマ属の多年草の抽水植物。,読み方をご入力ください (訓),Text
"開発事業が__頓挫__する。
勢いが急に弱まること。また、計画や事業などが途中で遂行できなくなること。",とんざ,勢いが急に弱まること。また、計画や事業などが途中で遂行できなくなること。,読み方をご入力ください (音),Text
"禍福は__糾__える縄のごとし。
糸をより合わせる。縄をなう。",あざな,糸をより合わせる。縄をなう。,読み方をご入力ください (訓),Text
"__名諺__としてよく知られた言葉だ。
事柄の本質をうまくとらえた言葉。",めいげん,事柄の本質をうまくとらえた言葉。,読み方をご入力ください (音),Text
"末世と思われるような__劫火__だ。
世界が破滅する壊劫(えこう)の終末に起こり、世界を焼き尽くしてしまう大火。","ごうか,こうか",世界が破滅する壊劫(えこう)の終末に起こり、世界を焼き尽くしてしまう大火。,読み方をご入力ください (音),Text
"__禾本__科はいね科の別名だ。
イネ科植物をさす。",かほん,イネ科植物をさす。,読み方をご入力ください (音),Text
"__馨逸__の名木である。
香気がすぐれて高いこと。",けいいつ,香気がすぐれて高いこと。,読み方をご入力ください (音),Text
"__鉤型__にまがった通路だ。
鉤(かぎ)のように、先端が直角に曲がった形。",かぎがた,鉤(かぎ)のように、先端が直角に曲がった形。,読み方をご入力ください (訓),Text
"__暁闇__を衝いて出立した。
月の落ちたあと、日の出る前の、やみ。あかつきやみ。",ぎょうあん,月の落ちたあと、日の出る前の、やみ。あかつきやみ。,読み方をご入力ください (音),Text
"__矢鱈__な事を言うものではない。
根拠・節度がないさま。筋が通らないさま。",やたら,根拠・節度がないさま。筋が通らないさま。,読み方をご入力ください (訓),Text
"__杏__の種は咳止めの薬になる。
バラ科の落葉小高木。花は淡紅色、一重または八重。実は橙黄色で、干しあんずやジャムなどにもする。",あんず,バラ科の落葉小高木。花は淡紅色、一重または八重。実は橙黄色で、干しあんずやジャムなどにもする。,読み方をご入力ください (訓),Text
"__優渥__なるお言葉を賜った。
ねんごろで手厚いこと。",ゆうあく,ねんごろで手厚いこと。,読み方をご入力ください (音),Text
"__寝惚__け眼で起き上がる。
目が覚めたばかりでまだ頭がよくはたらかず、ぼんやりしている。",ねぼ,目が覚めたばかりでまだ頭がよくはたらかず、ぼんやりしている。,読み方をご入力ください (訓),Text
"転倒して__肘__を痛めた。
上腕と前腕とをつなぐ関節部の外側。",ひじ,上腕と前腕とをつなぐ関節部の外側。,読み方をご入力ください (訓),Text
"座敷の__襖__を新しくした。
木で骨組みを作り、その両面に紙または布を張った建具。",ふすま,木で骨組みを作り、その両面に紙または布を張った建具。,読み方をご入力ください (訓),Text
"故人に__挽歌__を捧げる。
葬送のとき、柩(ひつぎ)を載せた車をひく人たちがうたう歌。また、人の死を悼んで作る詩歌。",ばんか,葬送のとき、柩(ひつぎ)を載せた車をひく人たちがうたう歌。また、人の死を悼んで作る詩歌。,読み方をご入力ください (音),Text
"__吃驚__する程の事ではない。
おどろくこと。びっくりすること。",きっきょう,おどろくこと。びっくりすること。,読み方をご入力ください (音),Text
"__婁宿__は二十八宿のひとつである。
中国古代での、星座の区分である二十八宿のひとつ。",ろうしゅく,中国古代での、星座の区分である二十八宿のひとつ。,読み方をご入力ください (音),Text
"小人__鼠輩__は相手にしない。
とるにたりない、つまらない人間。",そはい,とるにたりない、つまらない人間。,読み方をご入力ください (音),Text
"つまずいて足首を__捻挫__する。
手や足などの関節に無理な力がかかり、外れかかって靭帯(じんたい)や腱(けん)が損傷された状態。",ねんざ,手や足などの関節に無理な力がかかり、外れかかって靭帯(じんたい)や腱(けん)が損傷された状態。,読み方をご入力ください (音),Text
"相手を痛烈に__罵__る。
ひどい言葉で悪口を言う。声高に非難する。",ののし,ひどい言葉で悪口を言う。声高に非難する。,読み方をご入力ください (訓),Text
"まさに国家を__匡__し補うべし。
「正す」意。",ただ,「正す」意。,読み方をご入力ください (訓),Text
"本山から__牒状__が送られてきた。
順番に回して用件を伝える書状。",ちょうじょう,順番に回して用件を伝える書状。,読み方をご入力ください (音),Text
